spot,A,B,C,D,E,F,G,H,I,J
0.47224715008784873x1.7975393871259047x4,5.069453,4.329523,4.121057,4.1411324,6.12266,6.764292,7.2874675,4.499675,4.530183,2.298692
0.9304084961111163x-0.35687152802559846x4,1.0958967,1.1479702,3.0982285,0.958298,2.2605696,3.5750377,3.8325772,2.4767222,1.9246428,1.4773136
-0.17531640232701995x0.5456573234700275x4,1.3030705,2.2936184,2.0064971,1.4081933,3.3672817,2.7661972,4.0615573,2.7565572,2.55122,2.85411
-1.4219198716404369x0.1508182063325938x4,1.6136545,1.5962062,3.0836976,1.5882465,4.313029,3.9697933,3.0571766,2.6088395,3.072257,4.129513
1.9979560797500047x-0.2554707861877694x4,1.1022068,1.3188236,2.6553764,1.0387814,2.5533397,2.7139966,3.1848364,2.6686707,2.1742742,2.0210545
-0.8565493082342095x1.6857923026593036x4,5.3257103,3.9723778,2.9424825,4.1804857,7.568509,6.531689,6.226789,5.699,5.3975177,4.492244
-1.5415873996717875x-1.6480462063661798x4,0.6390844,0.55515033,0.849552,0.60746217,0.93268794,1.2030565,0.81161374,0.8938475,0.9028522,1.1561431
2.594424587768152x0.29871365999200894x4,2.2864544,2.843857,3.7558599,2.310904,4.876292,4.636566,4.6966505,3.7831566,4.35266,5.0301237
-0.40403229385093714x0.9106456722299703x4,2.0581417,2.5215409,2.282427,1.6153038,3.6035466,3.2733238,3.5085974,2.6919806,3.1961539,3.001848
-1.4617326882614081x-0.029856121636366265x4,1.0768886,1.3291367,2.2812777,1.117587,2.452819,2.1799269,2.2476015,1.9909066,2.0932488,2.3807235
-0.6834397667886818x-0.1181707843665918x4,0.86766654,0.98036224,1.3857981,0.6559035,1.9156346,1.4130415,1.3291196,2.0263295,1.2436527,1.952386
0.36754489602226903x-0.14268771207346503x4,0.90583926,1.0942726,2.2578232,0.7152976,2.22934,1.8206973,1.8143661,1.9234962,0.940504,1.2417443
0.1903115575939397x-1.227636420410408x4,0.6654814,0.602874,0.71013623,0.4977568,0.7657947,1.0574026,1.0273541,0.8333824,0.982672,0.5902538
-0.85172919725359x0.03812738409493465x4,1.2803252,1.3742875,1.6169611,1.289873,2.3826325,2.7716086,2.6960156,2.5082395,1.945573,2.216653
1.8227236001279594x0.5127175234723987x4,2.4062226,3.6770446,4.3870654,2.7336156,5.7541637,5.5793777,6.607607,4.8197775,5.1801996,4.173098
-0.5215796779933731x0.06859922748066052x4,0.9986813,1.1605313,1.7430357,1.106811,2.4807808,2.4022262,2.3187752,1.9423779,1.7336837,2.4263866
-1.184686590411552x-0.2722761011450806x4,0.73864746,0.915593,1.894975,0.68614376,1.973546,2.2351627,2.0694966,1.9145452,1.7917448,1.8626919
0.9606933984606597x-0.48972502237302673x4,1.0823067,1.200483,2.6514575,1.0371003,1.9187849,3.79161,3.4290018,2.4280186,1.7872169,1.5286981
1.3290628465396823x-0.27929666927837216x4,1.0679302,1.2606853,3.469169,0.9147339,3.2031603,3.188075,3.4886587,2.3519037,2.3609135,2.1577027
-0.8174930976162265x1.2577442174960383x4,3.4628932,2.827584,2.1968496,2.7477362,5.1317425,4.438126,4.925865,4.131463,3.9527078,3.0509028
-1.4013472930393105x-2.0866349794205425x4,0.55255944,0.5462625,0.75051594,0.5502078,0.8050544,1.0316236,0.6824896,0.797898,0.72830814,1.0575538
1.0304382674156047x0.040071456547775455x4,1.4543017,1.5626143,3.4655073,1.451326,3.0664673,4.1184506,4.5545187,3.080387,2.1483452,1.9788156
-2.0473236130579617x-0.32775491729641676x4,0.91489065,1.0777953,1.4896395,0.7493499,1.9157355,1.9531857,2.0642498,2.1127446,1.8008331,2.1155088
-1.2266216593966155x1.4558079518368434x4,4.125538,3.0372841,3.0699596,3.061409,5.6973686,5.21707,4.861474,4.0231547,5.0367265,2.8679929
0.967446150050235x0.05549222544380277x4,1.5076182,1.6169934,3.3898842,1.6266909,3.2700963,4.461956,4.8750386,3.1022685,2.1374578,1.9642577
-0.05535254802238957x1.484925598699954x4,3.454899,2.7566016,2.187641,2.3679378,5.1037955,4.678212,5.0029206,3.4553387,2.9202952,1.9103459
-0.26393734859268786x-2.123890018045559x4,0.39244622,0.41660905,0.38591596,0.34094942,0.5007371,0.6765114,0.5191906,0.54196054,0.45303613,0.45472035
0.35281660649437835x0.4595849048340562x4,1.64296,1.5395638,2.193859,1.2849121,2.3017156,3.3692915,3.1127646,2.3129437,2.3922591,1.4175074
-0.15277442354540868x0.28005786003768013x4,1.2875258,1.675354,1.7089062,1.1017194,3.0173674,2.860811,2.7583752,2.4654286,2.0720932,2.5810685
-1.2986867221630902x1.390533967073938x4,3.6615012,2.7460988,2.886405,2.6615617,5.545998,4.386865,4.4632173,3.453451,4.4068317,2.6057024
1.2760753460061875x-1.6413486088230291x4,0.6505147,0.6941949,1.0356648,0.6546846,0.9471488,1.47333,1.0459574,1.0700548,0.8473018,0.8896748
1.3250140528868153x-0.1550358081183258x4,1.013567,1.5487975,3.4084566,0.99155957,3.3661213,2.997534,2.6308248,2.854828,1.9655854,2.5062075
0.2053325637779597x0.06606026178649259x4,0.8784149,1.0977219,1.4880462,0.80697244,1.699326,1.9365865,1.8448793,1.7443162,1.1677251,1.2339699
0.045134015432010274x-0.4957954945452093x4,0.7114703,0.8173042,1.2808625,0.61710703,1.5329667,2.3327117,1.9046596,1.8063035,1.2843109,0.9310742
2.339624806020058x1.2165777137429403x4,3.9444978,4.439451,4.3918023,3.6572978,7.1211424,5.479414,6.9999104,5.239821,5.5875597,3.4784703
-0.2764328450158372x-0.3386821854453976x4,0.7749056,0.93862635,1.6670351,0.6283006,2.0796103,2.177518,2.1836433,1.4181365,1.6704789,1.1772673
-0.25957698183403943x2.0347625440211536x4,6.0476584,5.133093,3.8620193,4.1700516,8.634694,7.394028,7.9712076,4.6910825,6.5202637,3.0140786
0.36448124924050557x1.0541779089389227x4,2.2439268,3.0732164,3.690197,1.9364791,5.3855762,4.9873004,6.668289,3.428298,3.1330492,1.843317
1.4713219561423383x0.9508336970037996x4,3.33552,5.251791,5.05657,3.2121918,7.5852127,5.9213185,6.6531363,6.401896,5.56049,5.2937903
1.5927707544174836x0.5592989813908843x4,2.1769705,4.260741,5.103903,2.701343,7.0851746,5.937837,7.608312,5.5651426,5.028298,4.6909537
-0.25857263167677125x-1.063695591025548x4,0.8546428,0.7755406,0.779732,0.6548996,1.0600154,1.4492023,1.407467,1.0607986,1.3671825,0.73767465
0.30833124595934525x-0.4310963375107571x4,1.0122944,1.227009,2.0145628,0.8228842,1.7032762,2.6757433,2.8753502,1.8827252,1.7045083,1.0227829
-1.3780834670640771x0.5727513668572158x4,1.484061,2.1688685,3.3206773,1.7900621,4.6815176,3.7372682,3.9673426,3.2487469,3.5432932,3.7395468
-0.31197610791621294x0.6775570335877171x4,1.9801959,2.4553754,2.3252013,1.6574572,3.7068276,3.314627,3.8576567,2.3754349,3.531135,2.1242979
-0.8402903954793065x1.3071838450812574x4,3.9384851,3.0209467,2.3030639,2.9540129,5.926278,4.8133674,5.2560563,4.18005,4.2487807,3.14
-1.0068317522989838x-0.46744100962590635x4,1.1063058,1.3096365,1.8100834,1.0708088,2.3612187,3.648251,2.6996388,2.8039615,2.2720528,2.2439759
1.6815767162673276x-0.8601533849246632x4,1.0710839,1.1728349,1.8001813,1.0525485,2.0713255,2.6262503,2.273006,2.1821284,2.1564653,1.5261613
-0.7922866618061449x0.8591041927855306x4,1.885146,2.103078,1.7345257,1.656628,3.4428947,2.7603745,2.6809971,3.5110052,2.5071492,3.4899406
-0.5316059080114549x-0.8096265760401127x4,0.7045401,0.6905704,0.8099876,0.5852845,1.2360188,1.3040535,1.1248188,1.1856787,1.2383319,1.1571661
0.3658487879168582x0.8733118360704122x4,2.523898,3.1425095,4.5657997,2.0349975,5.4594984,4.500558,6.019855,3.7080388,3.4109678,2.3938248
1.2978252669735855x1.1997361764150378x4,3.724125,4.8461246,4.9044228,3.3752,8.04571,6.8233905,7.741547,5.4463744,5.056406,2.963284
0.4811151263888354x0.45615303582705535x4,1.7821496,1.6024263,2.1208494,1.3692179,2.1319335,3.0775855,2.8384132,2.2764187,2.357221,1.3941762
2.759355114021582x-0.3575790319685979x4,1.340322,1.4577173,2.861617,1.3108418,2.4121485,3.399132,4.016556,3.012168,2.518911,1.9342172
-0.07466797825114957x0.04108222614387957x4,1.047384,1.223641,1.7806402,0.9928529,2.5768278,2.8213544,3.0853612,2.801479,1.7196579,1.8616403
0.25871644022974605x0.5934659196032391x4,1.6426225,2.2431626,2.6834688,1.2938877,3.3970222,3.6320803,3.6668937,2.6217923,2.7162428,1.7591549
0.27560067398405635x0.010185518712073464x4,0.8530693,1.076965,1.5959836,0.66873896,1.691921,2.0090477,1.8671019,1.6000788,1.1553088,1.0155882
1.4350493867891545x2.1982963386704926x4,9.585459,9.614137,9.262463,9.445589,16.033094,12.809209,12.724579,10.119584,11.91813,7.6732097
0.5072389511096153x-0.9906709306271492x4,0.700881,0.57971853,0.68112946,0.5339731,0.7757427,1.0835092,1.0863948,1.0315604,0.82059777,0.5310835
-0.1162297003871491x-1.002668587369791x4,0.7287478,0.81582767,0.7241217,0.6117219,1.1448704,1.3378983,1.5004504,1.5777276,1.1505421,1.0526228
-0.9474885949068795x-0.9768953867353252x4,0.87781817,0.7442532,0.83085465,0.66810626,1.3745228,1.8203645,1.4190763,1.3038493,1.6025984,1.0300521
0.24444345596163258x-0.5895799225452156x4,0.6205681,0.8066537,1.2048559,0.49469292,1.1730955,2.209413,1.4630709,1.479288,0.962941,0.9626082
1.4013448312919596x-2.1789315201949093x4,0.64412874,0.8476524,1.0472342,0.6959228,0.9404929,1.3780146,0.96995455,1.0896229,0.78373283,1.0598211
-0.4103817936578706x-0.6296504269401813x4,0.53153837,0.6141896,0.75373465,0.5170276,0.9107891,1.5377055,1.0584565,0.9524277,1.0033331,0.9003255
0.5289436184165822x-0.653284701927889x4,0.701797,0.81100935,1.1927996,0.5799187,1.1610149,1.8618243,1.3619343,1.5834507,0.95724636,0.79343456
0.24614778868484416x0.07851402517417629x4,0.841538,1.1216419,1.4668016,0.73054385,1.70999,1.8862847,1.715837,1.7277567,1.0696061,1.2507142
0.8635196583813146x0.41780058320608143x4,2.288396,1.8266127,2.4651272,1.6728226,3.0527086,4.170743,3.7293093,2.9253395,2.8133943,1.7634724
-0.8047537406378693x-1.2402163364077703x4,0.69776577,0.5565054,0.63898486,0.59772027,0.7816306,1.3282895,1.176206,1.1755878,1.0066271,0.90093124
2.3466470305265617x0.9000542427640723x4,4.19832,4.557806,4.82958,3.8678906,7.089456,5.07346,7.356237,6.205253,6.8232493,6.2159925
-1.2791611070282582x1.8022422297905472x4,5.10231,4.099505,4.560654,4.583921,8.846171,6.817194,6.1000047,5.829282,7.3918247,5.4127865
-0.3655510899860373x-0.20828510309499634x4,0.6446468,0.9131433,1.9642191,0.5582848,2.2867923,2.1231432,1.9741285,1.3956164,1.5999997,1.4858016
0.9380925409056455x1.5743712374755716x4,7.208138,5.5003448,5.1168065,5.431089,8.66793,10.95925,12.05686,5.894913,5.5133805,2.8743448
0.29673317249411335x0.19898949440518773x4,1.529169,1.6339556,2.10351,1.1201537,3.0679827,3.1651819,2.5336714,1.9644471,2.0594814,1.8176637
0.8299861590811032x1.9887319185953911x4,10.632293,7.3810887,5.879799,7.699189,11.233417,12.637219,12.278601,7.4700866,6.424672,4.14408
-0.49610233398256237x1.1172834656881903x4,1.8799604,2.2279563,2.085269,1.7098001,4.8052096,3.1993248,3.8371673,2.4173477,3.1343355,2.3365598
-0.07480498268034107x-1.5639046348397663x4,0.45654318,0.43344408,0.51814085,0.37150517,0.6731154,1.0038196,0.72473264,0.93432814,0.5627752,0.55623907
0.012231983638817386x0.018627370661355457x4,0.9495657,1.028398,1.9039947,0.8286651,2.7392123,2.753616,2.697634,2.254001,1.6646756,1.2522546
1.5692596145359043x1.0543249749040777x4,3.2829752,4.9244013,4.830677,3.1989434,7.835485,5.8719244,6.6727166,5.9801397,5.304265,3.9853282
0.690429024383049x0.030546581040616888x4,1.1788676,1.300612,2.1298587,0.96667814,1.9162375,2.0328927,2.0569928,1.6840405,1.1597996,1.1660994
0.7966721083646714x-0.036883530845066945x4,0.9557943,1.0671024,1.9246439,0.817222,1.733906,1.8339343,2.0212681,1.4636891,1.2090667,1.0046463
-0.6579260925367952x1.269764750314304x4,3.3852913,2.086803,1.7439095,1.893445,4.442812,2.7837133,2.539012,3.51428,3.4678898,2.804734
0.9688826385630508x-0.709854182146104x4,0.79833585,0.8617533,1.5223614,0.72126013,1.3461258,2.2243657,1.732138,1.6654911,1.1587133,1.0576718
0.22558166356880352x0.017515613278218337x4,0.8512908,1.0169616,1.4724338,0.68412244,1.5780607,1.8307952,1.7520378,1.5506687,1.1558795,1.0156733
1.3891453156779274x0.3236257646091187x4,2.199656,2.8332596,3.890763,2.2112927,5.439995,5.6471777,4.693821,4.183943,4.6438026,4.103636
2.014060154918468x-0.33379096035356415x4,1.2570213,1.358251,2.7822025,1.2036542,2.3842354,3.1863043,3.7923386,2.8470728,2.4006522,1.9051614
-0.30676577602700456x-0.020129103877537476x4,0.7760481,0.99217665,1.3313632,0.69679976,1.7012622,1.6825906,1.7263702,1.3048306,1.4925814,1.0006901
-0.40630313044506255x0.7750232632241703x4,2.4515688,2.7185066,2.473122,1.8777934,4.31808,3.3908775,3.8604317,2.564823,4.0403233,2.545483
-0.8640449911023695x0.43283762149999394x4,2.2535572,1.8896079,1.921466,1.7276268,3.269224,4.315248,3.3004177,3.6204438,3.750824,3.0251713
-0.14357951171632055x-0.8087175319795337x4,0.72834843,0.8133086,0.769398,0.5436298,1.2474878,1.3599062,1.2501527,1.7718314,1.1504627,1.0432836
-0.3820254489503836x-1.1041239857992617x4,0.91787475,1.0329453,0.92888224,0.77570945,1.1260287,1.7566484,1.9084308,1.1521157,1.6511259,0.92122984
0.35950439957101016x-0.7891021802566502x4,0.67494166,0.7699334,1.1899585,0.59689313,1.2124305,1.4807525,1.4321381,1.2878991,0.9797401,0.71364945
-0.14456681693373594x0.0012484557884866053x4,0.85082984,1.0405221,1.1561229,0.74989444,1.735665,1.6365827,1.9728041,1.9368137,1.2753353,1.5087568
-0.3615992807816198x-0.15993978775704282x4,0.6659472,1.0191329,2.009985,0.5955172,2.4084764,1.9746034,1.9053041,1.4345585,1.5639452,1.5507342
1.0645851361278518x-0.8319574932171248x4,0.8434571,0.814334,1.5359294,0.6972085,1.3578562,1.9899223,1.7577566,1.6744711,1.2341285,0.95562595
-0.9378802311514517x-0.5981504525164858x4,1.1849058,1.3310851,1.2365004,1.2378062,2.5736072,3.530947,1.8891548,2.8291783,1.9975251,3.2238293
0.43310795315134365x-1.5200392851920637x4,0.49471584,0.46662337,0.64903766,0.46985343,0.6742919,1.0199987,0.7647994,0.7676377,0.60658187,0.44494087
-0.4059417271884834x0.41785370321732596x4,1.6806092,1.6606133,1.7130214,1.2301623,2.5732007,3.290437,2.8541968,2.2324686,3.0723424,1.83256
0.7243685048699644x-0.04001872535163292x4,0.9930135,1.1285329,2.0761395,0.7760109,1.6796412,1.6479522,1.7441283,1.448346,1.1027112,1.0082031
1.3852615467222305x-1.2597873434052702x4,0.8510026,0.82148945,1.2323486,0.8483108,1.2455344,1.7436193,1.5975845,1.237862,1.4943026,1.1161877
-0.3030982534240727x0.02862050418778282x4,0.8875833,1.1033057,1.5292916,0.8434331,1.9557767,2.1908991,2.2229574,1.5371785,1.5804505,1.2884115
0.44103290727315136x1.3426220105103532x4,3.9191613,3.3602378,3.2178385,2.9307954,5.4412017,5.9269543,6.7606883,3.3881347,3.454506,1.5259502
0.17879286573317985x-0.7399358529652597x4,0.69893956,0.7364458,0.9594683,0.51798195,1.1187661,1.5024916,1.2292252,1.2791289,1.0854961,0.8045357
-0.7994223995430966x1.3151376657209723x4,3.8718076,2.8217523,2.1714256,2.941274,5.089223,4.562024,5.0907364,4.1571054,3.9506195,2.9514303
0.24078750974193844x-0.3234574724834238x4,0.77443975,0.92083585,1.5371453,0.60017663,1.5979929,1.824325,1.8261229,1.349244,1.2285271,0.9703495
0.28912050527881217x0.19782816784986781x4,1.5111129,1.6132864,2.0531461,1.0823774,3.0110297,3.1121,2.4446237,1.9306695,2.0468628,1.7997243
0.4128708204461747x0.09775080242218528x4,1.3654405,1.6558113,2.3373833,1.5418272,2.6684816,3.8033314,4.1813807,2.6577706,1.6890912,1.5786319
-0.19839889682004574x1.4015234160052454x4,3.7711172,3.3775425,2.3007567,2.4509487,5.3377876,4.493556,5.3582587,2.8849876,3.5343125,1.6593575
0.09419230031014657x0.1584338467855317x4,1.5721674,1.4613745,1.9408042,1.1722405,3.0675592,3.1393266,2.9293084,2.1317806,2.0566807,1.7061316
-1.1476109448431353x-1.1419014192038466x4,0.7768105,0.75105983,0.97404647,0.7431855,0.97446847,1.5350488,1.6274083,1.1773106,1.5626103,0.8607157
-0.35811407547985674x-1.3109703704412123x4,0.66036487,0.6442774,0.68655294,0.5319764,0.8248138,1.5040749,1.1728219,0.9679308,1.1520511,0.62994677
